3.89222168922,-13.0895738602,0,785,213
14.257440567,-9.95352649689,0.91127371788,747,162
22.1869506836,-2.16763091087,2.73718547821,860,142
25.4629898071,2.73019742966,4.51554727554,911,137
30.7193641663,9.45050907135,5.66718196869,944,134
35.954624176,15.4250268936,7.60488319397,975,134
32.6306610107,-7.50939035416,1.16927266121,734,125
30.8843402863,-9.28925132751,0.562944829464,712,127
29.3249473572,-12.0389986038,0,661,129
34.8244094849,-2.63068652153,3.67062163353,777,115
18.9374027252,-30.4716091156,-5.68232584,310,170
-6.20591449738,-26.5842323303,-3.35189461708,10,437
-4.3058347702,-23.7878646851,-3.39749383926,160,383
4.15043210983,-21.7573280334,-2.71963644028,388,225
4.31454181671,-12.6017446518,0.465140461922,817,208
19.3679180145,5.8918094635,5.04745864868,995,153
-7.70577907562,-7.80322551727,2.13171815872,1267,405
19.4213218689,-19.0586490631,-1.42605018616,544,153
15.3275060654,-19.5057888031,-1.73470389843,514,162
15.8413772583,-31.8285179138,-5.63101530075,262,185
-1.73873150349,-20.4491691589,-2.1570494175,436,311
7.61637735367,-7.8594918251,1.5381411314,906,193
20.4674015045,5.66841936111,5.29518651962,1000,155
29.3389530182,7.72977828979,5.89752435684,937,134
19.7013969421,-4.8610086441,2.13279867172,831,148
9.53353881836,-16.236530304,-0.657506525517,615,185
0.165669992566,-26.3668079376,-4.17617464066,150,284
19.4156188965,-19.0530529022,-1.42563152313,539,150
22.4002761841,-32.5195960999,-5.54966688156,280,163
30.6059360504,-39.7139434814,-7.94123983383,246,157
11.4227342606,-13.2895345688,0,714,168
6.59196281433,-17.9551048279,-1.67339015007,545,187
-1.27247345448,-19.2596912384,-2.02868843079,496,278
-0.863741278648,-16.1574192047,-1.13144993782,721,271
-1.73482167721,-7.99683237076,1.59058380127,1060,283
-7.09133958817,-8.35590457916,1.73579692841,1242,374
-5.67581987381,-25.7722244263,-3.24026226997,26,439
10.3484201431,-28.1868972778,-3.68679141998,294,200
19.1823177338,-6.16615533829,2.11774659157,797,147
16.7210197449,-3.51757717133,2.7063164711,870,158
27.7821216583,-24.9624996185,-3.26764297485,436,137
25.6847229004,-21.9368247986,-1.77021145821,479,142
19.4992485046,-16.7601623535,-0.897894203663,585,144
4.46359682083,-7.8255200386,1.5885335207,947,208
24.4976043701,-27.7870807648,-3.89347624779,358,155
8.97980499268,-17.2206802368,-1.01782977581,565,190
23.5532283783,-33.2900505066,-6.45886659622,287,157
22.4892101288,-35.9344100952,-6.71416759491,232,175
11.6915149689,-27.0174922943,-4.13733816147,295,193
2.32235312462,-21.0356197357,-2.22436571121,404,249
-1.51617527008,-15.0308351517,-1.05639195442,726,276
-3.09732985497,-19.9614295959,-2.48028492928,431,292
-1.38119387627,-9.28612613678,1.82489728928,1023,283
15.7231359482,0.593028366566,3.9230055809,966,165
24.7534599304,2.26145243645,4.38288021088,898,140
17.1809501648,-6.06385231018,1.91496145725,817,155
8.24883842468,-17.1092414856,-0.995429933071,588,193
17.7234344482,-17.7234344482,-0.87527936697,573,155
14.9295501709,-21.8203964233,-2.31311321259,429,168
13.0128326416,-29.5599193573,-5.11540746689,282,190
-7.90659141541,-7.66202116013,2.34025406837,1256,408
0.278579235077,-9.85005950928,1.20991885662,938,259
0.720214188099,-13.4725399017,-0.471143186092,726,222
3.70811343193,-18.7961921692,-2.01363635063,510,221
7.62578821182,-23.9814319611,-3.53666687012,360,217
-6.47076892853,-24.5602855682,-3.56951189041,53,411
-5.32999944687,-20.2304096222,-2.19886088371,413,341
12.8547363281,-14.3974542618,-0.336901247501,671,162
